text,source
"📌 قبل تكسر أي فيال ، هل حصل يوم وسألت نفسك:
ليه دايماً بقولوا خلو النقطة الحمرا لفوق؟

طبعاً النقطة الحمرا دي ما مرسومة سااااي... هي إشارة لمكان أضعف جزء في الزجاج، والمكان المفروض تضغط منو لما تكسر الفيال.
ولو لاحظت للصورة التحت دي ح تلقى إنو تحت النقطة الحمراء في أثر حق قطع للزجاج وده هو اللي ح يسهل عليك عملية الكسر. 
▪️ طيب ليه نخليها لفوق؟
لأنو لما تكون النقطة لفوق، وتضغط من الجهة التانية (يعني تضغط لتحت)، بتساعد في:
1- كسر الفيال من المكان الصح بدون مقاومة. 
2. تمنع إنو الزجاج يتفتت أو يدخل في الدواء. 
3- تحمي يدك من الجروح. 
4- تحافظ على التعقيم لأنو الكسر حيكون نضيف وسلس.
#ملاحظة:
في بعض الفيال ما فيها نقطة ودي بتكسرها عادي من أي إتجاه، المهم تعمل حسابك عشان ما تتعوق. 
#تنبيه:
الحاجات الصغيرة دي بتفرق في الشغل العملي... لذلك ما تهملها..
والحاجة التانية المفروض م تهملها هي #الشير للبوست لأنو ح يفيد غيرك زي ما أفادك.


https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8",drugawareness
"الادوية التي تم شرحها :- 
١. سامكسون
٢. بروتك او السيفيبيم 
٣. الفلاجيل
٤. البنادول 
٥. أوستيو كير 
٦. ميروبينم
٧. جنتامايسين 
٨. اللازكس 
٩. بانتوبرازول 
١٠. فنتولين
١١. ماكزيل 
١٢. أسبرين 
١٣. اجيال السيفالوسبورين 
١٤. عوائل المضادات الحيوية 
١٥. عائلة البنسلينات 
١٦. الأموكسيسيلين 
١٧. الأموكلان
١٨. الميتفورمين 
١٩. ليفوفلوكساسين 
٢٠. سيبروفلوكساسين 
٢١. الانتي هستامين (حبوب الحساسية)
٢٢. الأوندان استيرون
٢٣. الميتوكلوبرومايد 
٢٤. مضادات التخثر 
٢٥. مضادات الصفيحات
٢٦. مضادات التجلط
٢٧. الهيدروكورتيزون
٢٨. ملح التروية 




الحالات المرضية التم شرحها :- 
١. مرض ابو عديلات
٢. الكوليرا 
٣. الاسهال
٤. الاستفراغ 
٥. الكحة




عشان الكلام ما يكتر وكدا بالنسبة للناس الدخلو جداد ادخلو القناة ✨

قناة التلغرام 
https://t.me/drugawareness

قروب الواتس
https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8",drugawareness
"🟢الكُحة بنعالجها كيف🤔❗

الكُحة عبارة عن رد فعل طبيعي فطري، دفاع متقدم بيشتغل كجزء من جهاز المناعة في الجسم للحماية من المواد الغريبة.

لما تظهر مسيَّرات في أجواء البلد🏡🚀 طوالي بتسمع المضادات الأرضية اشتغلت مش؟، عشان تمنع المسيرات من التعمق أكتر داخل المدينة وتدمر المنشآت.

يلا الكُحة نفس الشي، جاء فيروس أو غبار أو أي جسم غريب داخل عبر المجاري التنفسية، الجسم بيقوم بتفعيل المضادات (الكحة) لمخارجتها.

دا الطبيعي وبكون لفترة محدودة.. لكن مرات الكُحة بتكون مزعجة وبتستمر فترة.. فهنا محتاجين نعالجها🤝

نعالجها كيف🤔

👈الكُحة رد فعل ناتج من مشكلة ما، فعشان كدا بنعالج المشكلة أولًا🙋🏽‍♂️

☑️إذا كانت الكحة ناتجة من (إرتجاع المريء)، حمض المعدة بيرتد بإستمرار ناحية المريء وممكن يطلع الحلق يعمل حُرقة وكحة؛ فبنعالج الارتجاع دا بأدوية زي (مضادات الحموضة)، أو حاصرات مضخة البروتون PPIs زي (أوميبرازول).. مع نصائح تغيير نمط الحياة زي (عدم النوم بعد الأكل مباشرةً). 

☑️إذا الكحة سببها (التدخين): 
ننصح المريض بإيقاف التدخين سواء سجاير أو شيشة، والابتعاد عن التدخين السلبي. 

☑️إذا كانت الكحة ناتجة من (التهاب بكتيري)؛ فبنعالج البكتيريا المسببة للالتهاب عن طريق (مضاد حيوي) مناسب. 

☑️إذا كانت الكحة ناتجة من (حساسية) ودي عادةً بترتبط بالعطس وسيلان الأنف مع كحة جافة؛ فبيتم علاج الحساسية والتوصية بالوقاية من مسببات التحسس. 

☑️في كحة ناتجة من مرض (قصور القلب)، لأنو ضعف القلب أو اعتلالو بيأدي لتراكم السوائل في الرئة، ودا بيتسبب في كحة وضيق في التنفس.
بيتم التحكم في الكُحة هنا بإعطاء العلاجات المناسبة لقصور القلب ونصائح تغيير نمط الحياة عبر أخصائي القلب.

☑️إذا كانت الكحة ناتجة من (دواء معين)، بعض الأدوية مثل أدوية التحكم في الضغط ACEIs زي الأزابريل بتعمل كُحة لبعض المرضى كأثر جانبي؛ في الحالة دي بنغيرها لدواء تاني بجرعة مكافئة. 

☑️إذا كانت الكُحة نتيجة للربو (الأزما)، أو نتيجة لمرض (الإنسداد الرئوي المزمن COPD)؛ فبيتم علاجها عن طريق التحكم في الأمراض دي وأعراضها بالأدوية بتاعتها.

✅لكن رغم تعدد أسباب الكحة؛ إلا إنو غالبية الاصابات بالكحة بتكون نتيجة لـ (التهاب فيروسي) في الجهاز التنفسي العلوي؛ ودي بتاخد فترتها وبتروح عن طريق مناعة الجسم، لكن الصيدلي أو الطبيب العمومي ممكن يديك ليها أدوية لتخفيف الأعراض وتقليل فترة المرض؛ زي ملطفات الحلق (حلاوة زاهي) لتخفيف الكحة وخشونة الحلق، و(أنتستين) و(بندول). 

- أو شرابات الكحة العشبية زي (نو-كَف NOCUF) و(بروسبان)؛ ودي بتحتوي على مستخلصات أعشاب لتخفيف الكُحة ومعالجة أعراض النزلة ووجع الحلق، وبتعتبر أكثر أمانًا من الأدوية الكيميائية، وممكن اعطاءها كعلاج مصاحب حتى مع الكُحة الناتجة من المشاكل العديدة الذكرناها فوق💚





🔺Ref:

-American Lung Association
-NHS
-CDC",drugawareness
حنتكلم عن الكحة وكيفية علاجها؟,drugawareness
"📌#معلومة_ع_السريع:

لما الزول يستفرغ، بيخسر كمية كبيرة من الحامض الموجود في المعدة، والحامض ده مهم جداً لتوازن الجسم.
لما الجسم يفقده، ممكن يحصل زيادة في القاعدية، علشان كده بنستخدم محلول #الملح العادي لأنو بيعوض السوائل والأملاح من غير ما يزود القاعدية.
أما في حالة #الإسهال، الجسم بيفقد كمية كبيرة من بيكربونات الصوديوم (اللي هي مادة قاعدية موجودة في الأمعاء)، وفقدانها بيخلي الجسم يدخل في حالة زيادة في الحموضة.
ولعلاج الحالة دي، بنستخدم محلول #رينجر لأنو غني بالأملاح زي الصوديوم والبوتاسيوم وبيساعد في استعادة التوازن في الجسم.
#باختصار ياعزيزي:
في حالة الاستفراغ، بنعوض بالسوائل زي محلول الملح العادي، وفي حالة الإسهال، بنعوض بمحلول رينجر عشان نرجع التوازن الحامضي القاعدي.
▪️طيب ممكن واحد يسألني ويقول لي لو في حالة الاتنين مع بعض يعني الاستفراغ والإسهال ؟
الزول بيكون فقد سوائل وأملاح من النوعين، فبنعوضه بمحلول رينجر لأنو بيحتوي على الصوديوم والبوتاسيوم اللى بيعيد التوازن الجسماني.
#أما إذا كان في استفراغ والبيشنت عندو ضغط عالي (Hypertension) برضو بنديهو محلول ملح وفي الحالة دي، لازم نكون حذرين في استخدام محلول الملح لأنو ممكن يزيد الضغط، ويفضل استخدام محلول أقل تركيز للأملاح او حسب قرار الدكتور.
#أما إذا عندو مرض السكر (DM)، بنديهو رينجر بس لازم نكون حذرين لأنو مرضى السكري ممكن يرفع ليهم مستوى السكر في الدم فلو المريض عندو سكري وعاوزين نديهو رينجر لازم نتابع مستوى السكر حقو كويس عشان ما يحصل Hyperglycemia.


#منقول",drugawareness
"س: ليه أملاح التروية طعمها غريب؟! ملح بسكر؟!
ج: عشان فيها موية وملح و سكر.

س: قلتو المشكلة في الكوليرا هي فقدان الموية و الملح (صوديوم و كلورايد)، ليه بتدو الزول سكر؟! 
ج: عشان في الأمعاء الدقيقة -الأمعاء الدقيقة دي المحل البتحصل فيه العدوى و باكتيريا الكوليرا بتقعد فيه-، في الأمعاء الدقيقة بيحصل امتصاص الحاجات الاكلتها و شربتها
كل عنصر من العناصر الغذائية ربنا جعل في آليات و طُرق معينة بيدخل بيها من الأمعاء للجسم و الدم

لو اكلت لحم ف بيتكسر و بيتحول لبروتينات صغيرة عشان تخش الدم من الأمعاء، لو اكلت سكر في بيتكسر و الجسم بيحولو لمكونات سكر بسيطة عشان الجسم يقدر يمتصّها و يدخلها الدم

العناصر زي الصوديوم و الكلورايد و الكالسيوم و السكر كل واحدة عندها طريقة للامتصاص

في الكوليرا مشكلتنا في الصوديوم و الكلورايد.
بس وين علاقة ملح التروية بي انو يكون فيه سكر و ملح؟! جاييك، المقدمة دي كلها عشان تفهم بيحصل شنو وليه انو ختو سكر مع ملح، 
ربنا خلق انو السكر بيتم امتصاصو في الأمعاء بمساعدة الصوديوم

النواقل البتنقل السكر من الأمعاء لداخل الخلايا بتاعت الأمعاء ما بتنقل السكر إلا يكون معاه صوديوم

مع كل قطعة سكر بتخش للدم لازم يكون في صوديوم يدخل معاها، حلوين لحد هنا؟

يلا ولانو زول الكوليرا عندو مشكلة في الصوديوم انو بيطلع كتير بسبب الباكتيريا، و نحن اسي عرفنا انو الصوديوم بيساعد على امتصاص السكر، و العكس صحيح؛ وجود السكر بيساعد على امتصاص الصوديوم، 
يعني وجود السكر في ملح التروية واحدة من اسبابو هو انو يساعد على امتصاص الصوديوم و الموية بعداك حتتبع الصوديوم و تخش معاه و الجسم يكون عوّض شوية من الصوديوم و الموية الفقدهم.

س: ليه مريض الكوليرا بيطلع كمية كبيرة من الإسهال؟!
ج: عشان باكتيريا الكوليرا بتأثّر على امتصاص الصوديوم و الكلورايد و ما بس بتأثر، لا كمان بتخلي الكلورايد الجسم يطلعو من الخلايا بتاعت الأمعاء
الصوديوم و الكلوريد ديل زي المغنطيس للموية، لما يكونو قاعدين في الدم بيخلو الموية تقعد في الدم،
لما الأمعاء تطلعهم في مجرى الإخراج ف حتقوم الموية تباريهم و تتبعهم.

س:الأمعاء الغليظة م عندها دور في انها تمتص الموية الجاياها من الأمعاء الدقيقة؟! 
ج: الأمعاء الغليظة فعلا عندها دور و بتقدر تمتص الموية من البراز لمن يجيها، بس المشكلة في الكوليرا انو كمية الموية الجاية للأمعاء الغليظة كتيرة شديد بحيث انو م بيقدر يلحّق يمتص.

س: اهم شي لمريض الكوليرا شنو؟! 
ج: تعويض نقص السوائل، يشرب سوائل كتير، في الحقيقة حجر الزاوية و الشي المفتاحي لمريض الكوليرا هو تعويض السوائل الفقدها في الإسهال.

س: بعد كم ساعة بيكون إسهال مريض الكوليرا معدي؟!
ج: لحد ٢٤ ساعة.

س: هل صحيح انو فصيلة الدم بتاثر على قوة المرض؟!
ج: نعم، الناس الفصيلتهم O بيكون المرض فيهم اقوى من الناس الفصيلتهم حاجة تاني، بس بغض النظر عن سواء كان فصيلتك O، A، B، AB ف الالتزام بالوقاية هو المفتاح، لانك م بتضمن انها إذا جاتك حتكون عندك قوية او بسيطة.
و مفروض ننتبه انو الكلام دا م معناه انو ناس الفصائل التانية م بتجيهم كوليرا، ولكن إذا زول فصيلتو O و زول تاني فصيلتو مثلا A و الاتنين جاتهم كوليرا، ف الزول الفصيلتو O المرض بيكون فيه اشد.

س: هل في حاجات بتخلي احتمالية انو المرض يجي اقل؟!
ج: ايوة، إذا اتطعمت ضد الكوليرا او إذا جاتك قريب ف دا بيوفر حماية مؤقتة عن طريق المناعة السلبية.",drugawareness
"الادوية التي تم شرحها :- 
١. سامكسون
٢. بروتك او السيفيبيم 
٣. الفلاجيل
٤. البنادول 
٥. أوستيو كير 
٦. ميروبينم
٧. جنتامايسين 
٨. اللازكس 
٩. بانتوبرازول 
١٠. فنتولين
١١. ماكزيل 
١٢. أسبرين 
١٣. اجيال السيفالوسبورين 
١٤. عوائل المضادات الحيوية 
١٥. عائلة البنسلينات 
١٦. الأموكسيسيلين 
١٧. الأموكلان
١٨. الميتفورمين 
١٩. ليفوفلوكساسين 
٢٠. سيبروفلوكساسين 
٢١. الانتي هستامين (حبوب الحساسية)
٢٢. الأوندان استيرون
٢٣. الميتوكلوبرومايد 
٢٤. مضادات التخثر 
٢٥. مضادات الصفيحات
٢٦. مضادات التجلط
٢٧. الهيدروكورتيزون




الحالات المرضية التم شرحها :- 
١. مرض ابو عديلات
٢. الكوليرا




عشان الكلام ما يكتر وكدا بالنسبة للناس الدخلو جداد ادخلو القناة ✨

قناة التلغرام 
https://t.me/drugawareness

قروب الواتس
https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8",drugawareness
"الاسم العلمي
Hydrocortisone
هايدروكورتيزون

الاسم التجاري
بيختلف حسب الشركة المُصنِّعة، لكن من الأسماء الشائعة:
Cortisol – كورتيسول
Solu-Cortef – سولو كورتيف
Hydrocort – هايدروكورت

الاستخدامات:
بيستخدموه في حالات الالتهابات بشكل عام، زي:
🔹 حالات الحساسية الشديدة
🔹 الربو
🔹 الذئبة الحمراء
🔹 أمراض الجلد الالتهابية
🔹 التهابات المفاصل
🔹 بعض أنواع السرطان
🔹 كمان في حالات نقص الكورتيزول في الجسم (زي مرض أديسون)
🔹الازمة
🔹 بيستخدم كموسع شعب  
🔹ومضيق اوعية دا بفيد في حالات الضغط المنخفض



⭕ ممكن يُستخدم موضعياً (كريم أو مرهم)، أو عن طريق الفم، أو حقن حسب الحالة

من آثارو الجانبية:
🔸 زيادة الوزن
🔸 انتفاخ الوجه
🔸 ارتفاع ضغط الدم
🔸 اضطراب في النوم
🔸 ارتفاع السكر
🔸 تقلبات مزاجية
🔸 ضعف في المناعة لو استُخدم لفترة طويلة
(لكن ما كل الناس بيحصل ليهم الكلام ده)

البديل إذا متوفر؟
🔹 Prednisolone – بريدنيزولون
🔹 Dexamethasone – ديكساميثازون
🔹 Methylprednisolone – ميثيل بريدنيزولون

متوفر عندنا في الدولاب ولا لأ؟
موجود عندنا، وبأشكال مختلفة وسعره في المتناول ومتوفر باستمرار


بجي في أشكال متعددة: – كريم/مرهم موضعي بتركيز
1%
2.5%

– أقراص فموية بتركيز
10 mg
20 mg

– حقن (أمبولات) بتركيز
100 mg
250 mg


https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8


#لجنة_الدولاب 
#المكتب_الاجتماعي 
#فرعية_دنقلا 
#منظمة_دعم_المرضى",drugawareness
الهيدروكورتيزون حبيب الشعب والشعب الهوائية 😂,drugawareness
"السلام عليكم ورحمة الله وبركاته 💙
ان شاء الله طيبين 🤍

اليوم حنتكلم عن واحد من ادوية الجهاز التنفسي فخليكم قريبين🔥",drugawareness
Final Sudan National Cholera Treatment Protocol Final 2023 - Arabic,drugawareness
بروتوكول علاج الكوليرا,drugawareness
"الادوية التي تم شرحها :- 
١. سامكسون
٢. بروتك او السيفيبيم 
٣. الفلاجيل
٤. البنادول 
٥. أوستيو كير 
٦. ميروبينم
٧. جنتامايسين 
٨. اللازكس 
٩. بانتوبرازول 
١٠. فنتولين
١١. ماكزيل 
١٢. أسبرين 
١٣. اجيال السيفالوسبورين 
١٤. عوائل المضادات الحيوية 
١٥. عائلة البنسلينات 
١٦. الأموكسيسيلين 
١٧. الأموكلان
١٨. الميتفورمين 
١٩. ليفوفلوكساسين 
٢٠. سيبروفلوكساسين 
٢١. الانتي هستامين (حبوب الحساسية)
٢٢. الأوندان استيرون
٢٣. الميتوكلوبرومايد 
٢٤. مضادات التخثر 
٢٥. مضادات الصفيحات
٢٦. مضادات التجلط




الحالات المرضية التم شرحها :- 
١. مرض ابو عديلات
٢. الكوليرا




عشان الكلام ما يكتر وكدا بالنسبة للناس الدخلو جداد ادخلو القناة ✨

قناة التلغرام 
https://t.me/drugawareness

قروب الواتس
https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8",drugawareness
معليش الكلام كتير لكن الموضوع لو ما مهم ما بنفصل فيه🤍,drugawareness
"🟢خطأ شائع بخصوص الكوليرا🦠🚨

في منشورات حايمة بتقول ليكم أجروا جيبوا حبوب الـ (دوكسيسايكلين - Doxycycline) الخضراء من الصيدلية وأبلعوها بمجرد ما جاتكم أعراض كوليرا أو انتو في منطقة موبوءة بالكوليرا.

يلا الكلام دا ما دقيق.. ومضلِّل🚫

الحاجة المفروض الناس تجري وتجيبها هي محلول التروية ORS، من الصيدلية أو ممكن يتعمل في البيت لو ما متوفر في المنطقة.

ليه⁉️

لأنو سبب الوفيات البتحصل وسط المصابين بالكوليرا؛ هو فقدان الجسم للسوائل والمعادن بكميات كبيرة شديد مع الاسهال.
فلازم الفقد دا يتعوَّض.
عن طريق إنو نسقي المريض بإستمرار محلول التروية ORS سواء كان جاهز من الصيدلية، أو معمول في البيت. 

🔸طيب (الدوكسيسايكلين) دا قصتو شنو والمريض ياخدو متين🤔❗

تعال أقرا الكلام دا بي رواقة واستفيد♥

👈المرضى البعانوا من أعراض الكوليرا بيتم تقسيمهم لـ 3 فئات. 

1/ الفئة الأولى: 
عندهم إسهال يشبه موية الرز وعدم جفاف.
يعني مرضى كوليرا ما بعانوا من أعراض جفاف. 
✅ديل بياخدو فقط محلول تروية ORS، وممكن ذاتو ياخدوهو في البيت، ما ضروري يمشوا المستشفى أو مركز العزل. 

2/الفئة التانية: 
إسهال يشبه موية الرز مع جفاف خفيف.
  
قد يكون عندهم (جفون غائرة، نبض أسرع من الطبيعي قليلًا، عطش متكرر لكن قادر يشرب، إذا قرصت الجلد بيدك وفكيتو الجلد بيرجع لوضعو الطبيعي بصورة أبطأ..).
✅وديل بيتم علاجهم أيضًا بمحلول التروية ORS فقط وبنجاح. 
نعوض ليهم الفقد البحصل ليهم. 

3- الفئة التالتة: 
إسهال يشبه موية الرز مع جفاف شديد. 

بكون عندو واحد من الأعراض التالية: 
(نبض ضعيف، فقدان وعي، ضيق في التنفس، ما قادر يشرب سوائل أو بيشرب بسيط جدًا، عيون غائرة جدًا، الجلد اذا ضغطتو أو قرصتو وفكيتو بيرجع لوضعو الطبيعي بصورة بطيئة شديد). 

✅ديل بيتم علاجهم بمحاليل وريدية (دربات) في مركز العزل أو المستشفى. 
بياخدوا محلول رينقر، أو ملح أو مخلوط في حالة العدم، مع تصحيح الالكترولايتس.  
والانتقال للتعويض الفموي متى ما اصبحوا قادرين على تناول السوائل بالفم وما بيستفرغوا.

🔸طيب ما وريتنا الـ (دوكسيسايكلين) مالو برضو🤛

👈الدوكسيسايكلين بنديهو لناس الفئة التالتة✅
بعد تصنيفهم من قبل الطبيب ضمن الفئة دي. 

👈وبنديهو لناس الفئة الأولى والتانية في الحالات التالية فقط: 

1- المريض بيسهل وبيفقد بمعدل عالي (مرة على الأقل كل ساعة). 
2- المريض لسه بعاني من الجفاف بعد مرور أربعة ساعات من العلاج بالتعويض الفموي. 
3- المريض بعاني من مرض آخر زي (سوء تغذية حاد، فيروس نقص المناعة HIV). 
4- امرأة حامل. 

إذا كان مريض الكوليرا ضمن الحالات دي، بغض النظر عن درجة الفقد والجفاف، مع العلاج الأساسي (محلول التروية ORS) بنديهو مضاد حيوي (دوكسيسايكلين) 300 ملجم جرعة واحدة للبالغين؛ كخط أول، أو (أزيثرومايسين أو سيبروفلوكساسين) في حالة العدم. 

المضاد للفئات دي ممكن يقلل من فترة وكمية الإسهال، وتقليل طرح البكتيريا المسببة في البراز.

ودورو ثانوي، بعد التعويض سواء بملحلول التروية ORS للفئة الأولى والتانية، أو بالدربات ثم محلول التروية للفئة التالتة.

وقعت؟! 

لأ دقيقة🙋🏽‍♂️..  انت قلت الحامل يدوها (دوكسيسايكلين) ولا سمعت غلط🤔؟! 

أيوة نعممم، الـ (دوكسيسايكلين) هو الخيار المفضل والخط الأول لعلاج النساء (الحوامل) المصابات بالكوليرا، مع التعويض بمحلول التروية. 
في حال فشل علاج الحامل بالـ (دوكسيسايكلين) أو وجود مقاومة أو عدم توفرو؛ بعداك ننتقل للـ (أزيثرومايسين).

ودا تصحيح لمعلومة خاطئة حايمة برضو👏💚

📌إضافة: 
الأطفال الأعمارهم بين 6 أشهر لـ 5 سنوات -بغض النظر عن درجة الجفاف- يجب البدء فورًا في تناول مكملات الزنك (20 ملغم من كبريتات الزنك يوميًا لمدة 10 أيام) لتقليل حجم الإسهال ومدته.
 

🔸#مصادر: 

https://www.choleraoutbreak.org/book-page/section-7-case-management-treatment-facilities.html

البرتوكول الوطني لعلاج الكوليرا
Sudan National Cholera Treatment Protocol 2023

-World Health Organization (WHO)
-National Institutes of Health, UK (NIH)
-Centers for Disease Control and Prevention, US (CDC)


https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8

#لجنة_الدولاب
#المكتب_الاجتماعي 
#فرعية_دنقلا 
#منظمة_دعم_المرضى",drugawareness
بالنسبة للعلاج ملح التروية خط العلاج الاول وساهل انو يتلقي وفي تاني حبوب الدوكسيسايكلين,drugawareness
"طيب داير اتكلم عن موضوع تاني ومهم شديد اللي هو الكوليرا لانو المرض دا بقى منتشر الايام دي وبيحصد ارواح ناس كتيرة ربنا يرحمهم 

علاجو ساهل والوقاية منو اسهل حتكلم عن الوقاية وهي حاجة بسيطة شديد
النظافة الشخصية ونظافة الخضار والفواكه كويس قبل الاكل ونظافة اليدين قبل وبعد الأكل واستعمال الصابون بعد دخول الحمام
ولو امكن استعمال المعقمات",drugawareness
"أولاً: مضادات التخثر (Anticoagulants)*
أدوية تمنع تكون الجلطات عن طريق تثبيط عوامل التخثر في الدم. تستخدم لعلاج:
- الجلطات الوريدية
- الانسداد الرئوي
- الرجفان الأذيني
🔹️مثل:
- الوارفارين (يحتاج متابعة)
- الهيبارين (حقن)
- أدوية جديدة مثل ريفاروكسابان

*ثانياً: مضادات الصفيحات (Antiplatelets)*
أدوية تمنع التصاق الصفائح الدموية. تستخدم في:
- الوقاية من الجلطات الشريانية
- بعد النوبات القلبية
- مرضى الذبحة الصدرية
🔹️مثل:
- الأسبرين
- كلوبيدوجريل
- تيكاغريلور

*ثالثاً: مذيبات الجلطات (Thrombolytics)*
أدوية تحلل الجلطات الموجودة. تستخدم في الحالات الطارئة:
- الجلطة القلبية الحادة
- الجلطة الدماغية
- الانسداد الرئوي الحاد
*🔹️مثل:*
- ألتيبلاز
- ستريبتوكاينيز
- تينيكتيبلاز 


https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8

#لجنة_الدولاب
#المكتب_الاجتماعي 
#فرعية_دنقلا 
#منظمة_دعم_المرضى",drugawareness
*⭕أدوية مضادات التخثر ومضادات الصفيحات والمذيبات للجلطات*,drugawareness
"* الاسم العلمي 
Metocloporomide Hcl
ميتو كلوبرومايد هايدروكلورايد 
* الاسم التجاري 
بيختلف حسب الشركة المصنعه لكن اغلب حاجة بقولو ليه 
Klopra     كلوبرا
وفي واحد تاني اسمو epomide ايبومايد

* الاستخدامات :
 بيستخدموه في تخفيف حالات الغثيان والاستفراغ المصاحب للعلاج الكيماوي او غثيان الحمل او الغثيان بعد العمليات الجراحـية او الغثيان عموما .
يعمل الميتوكلوبراميد بطريقتين رئيسيتين:
* يُثبط الغثيان والقيء عن طريق منع عمل الدوبامين في الدماغ.
* يُسرّع حركة الجهاز الهضمي مما يساعد على إفراغ المعدة بشكل أسرع.
⭕ لا يفضل استعماله للأطفال 

البديل اذا متوفر ؟
ممكن نقول انو الاوندوان الاتكلمنا عنو المرة الفاتت بديل ليه لكن هو ما بديل بديل عديل كدا دا ود عمو طوالي 😂 الفرق بيناتهم في مكان الشغل 
واحد بيشتغل في مركز الاستفراغ في الدماغ والتاني بيشتغل على المعدة مباشرة
وتاني الفرق في انو الاوندان يفضل استعماله للأطفال لانه آمن مقارنة بالميتو


* متوفر عندنا في الدولاب ولا لأ؟  

 متوفر عندنا وبيتلقي بالساهل ما حاجة صعبة وسعرو زاتو ما غالي


بجي في شكل حبوب بي تركيز 
10 mg
وتاني في منو حقن امبولات جاهزة زي الفي الصورة فوق دي بي تركيز  
10mg/2ml
وتاني في منو شراب للأطفال 


https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8

#منظمة_دعم_المرضى 
#فرعية_دنقلا 
#المكتب_الإجتماعي 
#لجنة_الدولاب",drugawareness
"الميتو او الميتا الاتنين اسامي دلع 🔥🔥
الميتوكلوبرومايد اتش سي إل
Metoclopromide hcl",drugawareness
"الادوية التي تم شرحها :- 
١. سامكسون
٢. بروتك او السيفيبيم 
٣. الفلاجيل
٤. البنادول 
٥. أوستيو كير 
٦. ميروبينم
٧. جنتامايسين 
٨. اللازكس 
٩. بانتوبرازول 
١٠. فنتولين
١١. ماكزيل 
١٢. أسبرين 
١٣. اجيال السيفالوسبورين 
١٤. عوائل المضادات الحيوية 
١٥. عائلة البنسلينات 
١٦. الأموكسيسيلين 
١٧. الأموكلان
١٨. الميتفورمين 
١٩. ليفوفلوكساسين 
٢٠. سيبروفلوكساسين 
٢١. الانتي هستامين (حبوب الحساسية)
٢٢. الأوندان استيرون



عشان الكلام ما يكتر وكدا بالنسبة للناس الدخلو جداد ادخلو القناة ✨

قناة التلغرام 
https://t.me/drugawareness

قروب الواتس
https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8",drugawareness
"* الاسم العلمي 
Ondansetron HCL
أوندان استيرون هايدروكلورايد

* الاسم التجاري 
بيختلف حسب الشركة المصنعه لكن اغلب حاجة بقولو ليه 
Ondan
أوندان

* الاستخدامات :
 بيستخدموه في تخفيف حالات الغثيان والاستفراغ المصاحب للعلاج الكيماوي او غثيان الحمل او الغثيان عموما 
⭕  يفضل استعماله للأطفال اكتر من الميتوكلوبرومايد metaclporomide 

من آثارو الجانبية انو بيسبب اسهال وامساك وجع راس 
فتور وتعب بس ما شائعين

البديل اذا متوفر ؟
* Granisetron.   قران استيرون
* Palonosetron.  بالو استيرون
* Palonosetron with  netupitant.  بااو استيرون مع نيوبيتانت

* متوفر عندنا في الدولاب ولا لأ؟  
 متوفر عندنا وبيتلقي بالساهل ما حاجة صعبة وسعرو زاتو ما غالي

بجي في شكل حبوب بي تركيز 
4 mg
8 mg

وتاني في منو حقن امبولات جاهزة بي تركيز 
4mg/2ml
4mg/5ml

https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8


#منظمة_دعم_المرضى 
#فرعية_دنقلا 
#المكتب_الإجتماعي 
#لجنة_الدولاب",drugawareness
"الميتو والأوندان حبايب الشعب🔥
Metoclopramide
Ondansetron",drugawareness
